ds,yhat,yhat_lower,yhat_upper
2024-12-10,188.71827198712674,53.3951872468108,322.07402724955693
2024-12-18,187.76949627619047,62.0862365188478,323.4263513752444
2024-12-26,206.42608854552105,74.17778267687038,349.07737123638833
2024-12-27,268.85932866800863,142.5169570720112,418.5268121057909
2024-12-29,203.81568087843692,65.8333257249442,333.69096522000035
2024-12-31,188.0789186900075,56.5742059868505,322.7571245922816
2025-01-04,243.385585401112,104.63272906922374,377.98531098247776
2025-01-05,203.60256311269518,73.8867180580202,328.7670295473191
2025-01-06,173.37983413281182,37.6242081213867,315.7550118992309
2025-01-08,187.13014297902967,38.66429403570163,314.342551976357
2025-01-09,205.99985301395475,73.92147759743797,341.6539040888922
2025-01-14,187.65268315852197,42.022413446379815,321.9124603608903
2025-01-21,187.4395653928387,59.620172453871085,321.3857284852804
2025-01-22,186.70390744754187,49.43706907484334,320.5903871097242
2025-01-23,205.57361748259024,64.62931496207189,344.86767736998917
2025-01-29,186.49078968188454,45.77508103560971,319.9584679154634
2025-02-01,242.53311433824328,110.72323453984615,380.75862770606625
2025-02-05,186.27767191609618,40.232499923601644,328.6603785572614
2025-02-07,267.5806220735969,133.15628282190332,403.560915216959
2025-02-13,204.93426418552116,70.2998673777869,343.56297281118026
2025-02-16,202.32385651828156,79.69169127734908,332.9184793129732
2025-02-19,185.85143638460832,49.194307338035635,321.6571554095444
2025-02-22,241.893761040946,112.15132413836614,384.43148217947936
2025-02-23,202.11073875251012,72.42532479139199,336.5120205614981
2025-02-24,171.88800977263114,42.21761894081144,303.02397015633557
2025-02-25,186.3739765641149,48.18890059509001,334.972437987984
2025-02-26,185.63831861883554,48.16214281865518,317.2319597210969
2025-02-27,204.50802865391034,78.62696832518506,348.774167129074
2025-02-28,266.9412687763849,129.6684477489661,402.38494829626734
2025-03-01,241.68064327517754,113.60950766174605,373.50808879276974
2025-03-02,201.89762098676837,60.63187860199037,338.3619596450476
2025-03-03,171.67489200694237,38.029108235766905,297.7081835566808
2025-03-04,186.16085879836226,58.73965627877421,325.6850857074682
2025-03-05,185.42520085317818,45.88603567252149,329.0013381740245
2025-03-06,204.2949108882058,73.9510524077675,341.88336355907177
2025-03-07,266.72815101065913,127.86404868251371,403.97392450285133
2025-03-08,241.46752550941306,112.81546493632072,389.9338608277687
2025-03-09,201.6845032210266,61.9078076314994,335.201506039584
2025-03-10,171.4617742411772,35.60150876675632,307.0129350934016
2025-03-11,185.9477410326195,49.14688296334732,325.6253429249276
2025-03-12,185.21208308740543,52.53300739295743,322.2461527515883
2025-03-13,204.08179312254578,67.86237517537249,339.6024609904026
2025-03-14,266.5150332449558,134.27734914660965,406.8213993701415
2025-03-15,241.25440774383765,113.56441547805423,366.2569481541907
2025-03-16,201.4713854552255,67.49116303923452,332.30892398250626
2025-03-17,171.2486564755111,35.53634542814012,308.982720139584
2025-03-18,185.7346232669362,49.84005327400738,311.6785002520626
2025-03-19,184.99896532169038,51.90437809973436,319.40246274465864
2025-03-20,203.86867535659505,63.12359584812651,337.4079875596857
2025-03-21,266.3019154792301,125.9145895663997,402.59513996561566
2025-03-22,241.04128997807322,101.3768871908936,370.33165265595363
2025-03-23,201.25826768948374,50.34406200804151,336.2621761292794
2025-03-24,171.03553870974594,45.79813979606812,307.49424505899253
2025-03-25,185.52150550119345,50.24248293697965,318.8716603144386
